Bus,Lat,Lon
171,41.79504424,-87.59296954
171,41.79510423,-87.58777678
171,41.79504024,-87.59610772
171,41.787837,-87.59446621
171,41.78604833,-87.593325
171,41.78590506,-87.59778678
171,41.78594506,-87.59649932
171,41.78632905,-87.59143531
171,41.79945538,-87.58400023
171,41.79833962,-87.58398414
171,41.79545217,-87.58390367
171,41.79640801,-87.58093715
171,41.79501624,-87.59786725
171,41.79131673,-87.59802818
171,41.78590106,-87.59903669
171,41.79554416,-87.59156406
171,41.79524021,-87.58418262
171,41.79516822,-87.59358644
171,41.7952602,-87.588045
171,41.79509623,-87.59635448
171,41.789354,-87.60128396
171,41.78588506,-87.60104835
171,41.78590506,-87.59778678
171,41.79470829,-87.60141313
171,41.79129674,-87.60134339
171,41.78736102,-87.60127366
171,41.79640801,-87.58093715
63W,41.78020892,-87.74221838
63W,41.77714863,-87.80341029
63W,41.77713663,-87.80581892
63W,41.77711263,-87.80836165
63W,41.77706062,-87.81090438
63W,41.77700862,-87.813887
63W,41.77695661,-87.81455755
63W,41.77782871,-87.77162075
63W,41.77803273,-87.76134789
63W,41.77717664,-87.80135036
63W,41.77834876,-87.74449825
63W,41.77814634,-87.75336134
63W,41.77831276,-87.74728239
63W,41.77828076,-87.7485162
63W,41.77822475,-87.75091946
63W,41.77806473,-87.75947571
63W,41.77810474,-87.75702953
63W,41.77810234,-87.75579143
63W,41.77798072,-87.76425004
63W,41.77787671,-87.76917994
63W,41.7777847,-87.77402937
63W,41.7777367,-87.77653456
63W,41.77792472,-87.7667284
63W,41.77769669,-87.77894318
63W,41.77766469,-87.78093338
63W,41.77758068,-87.78631389
63W,41.77762469,-87.78388381
63W,41.77743667,-87.79371142
63W,41.77754868,-87.7887547
63W,41.77725664,-87.79864132
63W,41.77748867,-87.79123843
63W,41.77737666,-87.79612541
63W,41.78195302,-87.74226129
63W,41.7787648,-87.7421701
63W,41.7741122,-87.80078709
63W,41.78645705,-87.73886561
63W,41.78030493,-87.74247587
63W,41.77734065,-87.80321717
63W,41.77727265,-87.8056848
63W,41.77718464,-87.80807197
63W,41.77714063,-87.81044841
63W,41.77695661,-87.81455755
63W,41.77790072,-87.77130961
63W,41.77809274,-87.76151419
63W,41.77739666,-87.80139863
63W,41.77842077,-87.74473429
63W,41.77826733,-87.75308167
63W,41.77837676,-87.74672985
63W,41.77834876,-87.7485323
63W,41.77830076,-87.75087655
63W,41.77812474,-87.75962055
63W,41.77817674,-87.75701344
63W,41.77821675,-87.75538802
63W,41.77804473,-87.76401401
63W,41.77794472,-87.76889026
63W,41.77784871,-87.77373433
63W,41.77779671,-87.77666867
63W,41.77798873,-87.76644409
63W,41.7777647,-87.77869105
63W,41.7777207,-87.78177023
63W,41.77765669,-87.78602958
63W,41.77769269,-87.7835995
63W,41.77749667,-87.79390991
63W,41.77761669,-87.78843284
63W,41.77744867,-87.79848039
63W,41.77756068,-87.79085755
63W,41.77745267,-87.79586256
63W,41.78226903,-87.74252951
63W,41.77860079,-87.74242222
63W,41.77681259,-87.80093193
63W,41.7741122,-87.80078709
63W,41.78645705,-87.73886561
X9,41.85764592,-87.66605759
X9,41.8302145,-87.66545677
X9,41.81576954,-87.66499758
X9,41.80900047,-87.66485274
X9,41.80166498,-87.66465458
X9,41.78705,-87.66427833
X9,41.76868308,-87.66376913
X9,41.75936808,-87.66351163
X9,41.75063761,-87.6633513
X9,41.74297551,-87.6631093
X9,41.73563833,-87.66294301
X9,41.72862298,-87.66274881
X9,41.72147795,-87.66252995
X9,41.72055543,-87.66284323
X9,41.94738609,-87.66874194
X9,41.93955117,-87.66857994
X9,41.85262505,-87.66592884
X9,41.8962758,-87.66717017
X9,41.91602627,-87.66767979
X9,41.93277764,-87.66825914
X9,41.92537437,-87.66800165
X9,41.79417237,-87.66443968
X9,41.89130827,-87.66701996
X9,41.87411063,-87.6664567
X9,41.9540727,-87.6689297
X9,41.88523411,-87.66678393
X9,41.88167561,-87.66667664
X9,41.90374233,-87.66736865
X9,41.9111002,-87.66756177
X9,41.82342137,-87.66524971
X9,41.86667659,-87.66624749
X9,41.86956882,-87.66632259
X9,41.87655916,-87.66651034
X9,41.83908598,-87.66542137
X9,41.7787448,-87.66404808
X9,41.954336,-87.66244948
X9,41.9546025,-87.65199959
X9,41.95441978,-87.65457988
X9,41.85802389,-87.66626894
X9,41.83062061,-87.6656574
X9,41.81598544,-87.66527653
X9,41.80835271,-87.66508341
X9,41.80145488,-87.66490102
X9,41.78691304,-87.66451478
X9,41.77907283,-87.66435063
X9,41.76865507,-87.66401589
X9,41.75922002,-87.66374767
X9,41.75013539,-87.66354208
X9,41.7432677,-87.66337752
X9,41.735471,-87.66318655
X9,41.72854852,-87.66294837
X9,41.72139386,-87.6627928
X9,41.72055543,-87.66284323
X9,41.94674772,-87.66895652
X9,41.94009226,-87.66872799
X9,41.85267859,-87.66612518
X9,41.89585253,-87.6674062
X9,41.91634162,-87.66792655
X9,41.93226283,-87.66847909
X9,41.90357624,-87.66761649
X9,41.92530891,-87.66827738
X9,41.79349247,-87.66469717
X9,41.89115653,-87.66725063
X9,41.87406829,-87.66671634
X9,41.95408866,-87.669155
X9,41.87747703,-87.66680646
X9,41.88510232,-87.66705751
X9,41.88130018,-87.66692877
X9,41.91075289,-87.66780853
X9,41.82268599,-87.66549896
X9,41.86704811,-87.66652644
X9,41.86896961,-87.66658545
X9,41.83926583,-87.6654911
X9,41.95440382,-87.66206324
X9,41.9546025,-87.65199959
X9,41.95456978,-87.65428162
6,41.86938905,-87.62046754
6,41.80446203,-87.58851707
6,41.80083104,-87.58446157
6,41.79677594,-87.58392513
6,41.78963689,-87.5866127
6,41.77343609,-87.57907569
6,41.7734841,-87.57400095
6,41.77336408,-87.5856632
6,41.7735321,-87.56998301
6,41.77340408,-87.58139849
6,41.77338408,-87.5838232
6,41.77347209,-87.57681191
6,41.77355611,-87.56822884
6,41.7735161,-87.57182837
6,41.75184867,-87.54481852
6,41.87324384,-87.62103617
6,41.87318791,-87.62402415
6,41.8025026,-87.58669853
6,41.80252659,-87.5857383
6,41.80910843,-87.59162843
6,41.80806481,-87.59048581
6,41.80583359,-87.58910716
6,41.8028745,-87.58788407
6,41.87552064,-87.62413144
6,41.88804563,-87.62440503
6,41.87812489,-87.62415826
6,41.8824049,-87.62414002
6,41.88066913,-87.62419581
6,41.88468697,-87.62435138
6,41.88669979,-87.62441576
6,41.79945538,-87.58400023
6,41.79833962,-87.58398414
6,41.79545217,-87.58390367
6,41.79333649,-87.58387148
6,41.77195181,-87.56655514
6,41.76979935,-87.56650686
6,41.76839501,-87.56646931
6,41.7668786,-87.56642103
6,41.76595034,-87.56241918
6,41.76416579,-87.56066501
6,41.76248123,-87.55899668
6,41.76076861,-87.55729616
6,41.75898392,-87.55552053
6,41.75727121,-87.55367517
6,41.75549843,-87.55177617
6,41.75234892,-87.54826248
6,41.75361355,-87.54973769
6,41.76633845,-87.56510139
6,41.79134073,-87.58666098
6,41.78809699,-87.58658588
6,41.78600506,-87.5865376
6,41.78392907,-87.58649468
6,41.78282505,-87.58645713
6,41.78046894,-87.58641422
6,41.7787728,-87.58636057
6,41.77700862,-87.58621573
6,41.77505635,-87.58610308
6,41.88782998,-87.62095571
6,41.88802966,-87.6208216
6,41.88798972,-87.62191594
6,41.87011609,-87.6205641
6,41.80442604,-87.58873701
6,41.801019,-87.58462787
6,41.79678394,-87.58401632
6,41.77337608,-87.57912934
6,41.77341208,-87.57540107
6,41.77342009,-87.57419407
6,41.77329606,-87.5851965
6,41.77346009,-87.57013857
6,41.77334407,-87.58150578
6,41.77332007,-87.58398414
6,41.77341208,-87.57671535
6,41.7734881,-87.5684917
6,41.77345609,-87.57169425
6,41.7735081,-87.56697357
6,41.75184867,-87.54481852
6,41.87318392,-87.62084305
6,41.87314397,-87.62356818
6,41.87306009,-87.62728572
6,41.80245461,-87.58625865
6,41.80910843,-87.59186447
6,41.8078169,-87.59056091
6,41.80569364,-87.58929491
6,41.80335836,-87.58830249
6,41.79941539,-87.58409142
6,41.79789972,-87.58405387
6,41.79499225,-87.58397877
6,41.79354446,-87.58395195
6,41.80221868,-87.58512676
6,41.77151972,-87.56662488
6,41.76977534,-87.56659269
6,41.76779485,-87.56653905
6,41.76628243,-87.56606162
6,41.76562624,-87.56221533
6,41.76386569,-87.56047726
6,41.76215712,-87.55878747
6,41.76036046,-87.55700648
6,41.75859577,-87.55523086
6,41.75686304,-87.55336404
6,41.75497419,-87.55134702
6,41.75208079,-87.54826248
6,41.75326538,-87.54947484
6,41.76628243,-87.56417334
6,41.87497741,-87.62764513
6,41.87832061,-87.6277256
6,41.88591703,-87.62804747
6,41.8810166,-87.62781143
6,41.87698255,-87.62769341
6,41.88348723,-87.62790906
6,41.79131673,-87.5866878
6,41.78804899,-87.58667707
6,41.78598906,-87.58662879
6,41.78396107,-87.58658588
6,41.78299705,-87.58655369
6,41.78070895,-87.58651614
6,41.77891682,-87.5864625
6,41.77712463,-87.58641422
6,41.88802966,-87.6208216
6,41.88835313,-87.62505412
6,41.88826128,-87.62243629
6,41.88735075,-87.62634695
J14,41.71348158,-87.56955922
J14,41.71364015,-87.56010711
J14,41.71354164,-87.56502092
J14,41.70808737,-87.56341159
J14,41.70801128,-87.56822348
J14,41.70849986,-87.5814575
J14,41.86938905,-87.62046754
J14,41.87324384,-87.62103617
J14,41.87318791,-87.62402415
J14,41.88304152,-87.64265478
J14,41.77332807,-87.57642031
J14,41.76633845,-87.5762701
J14,41.75899193,-87.57607698
J14,41.75505823,-87.57600725
J14,41.75180465,-87.57593215
J14,41.74807863,-87.57586777
J14,41.74462456,-87.5758034
J14,41.73716347,-87.57565856
J14,41.73350466,-87.57557273
J14,41.72984964,-87.57548153
J14,41.72626248,-87.5753957
J14,41.7223468,-87.57530451
J14,41.88189128,-87.64103472
J14,41.8820325,-87.62908237
J14,41.88198381,-87.63588679
J14,41.88186332,-87.64257431
J14,41.88200111,-87.63294199
J14,41.88213651,-87.62599826
J14,41.87552064,-87.62413144
J14,41.87812489,-87.62415826
J14,41.88066913,-87.62419581
J14,41.70841977,-87.55960822
J14,41.71535162,-87.57409215
J14,41.88314536,-87.64285326
J14,41.7134976,-87.56073475
J14,41.71341833,-87.56900667
J14,41.71348558,-87.56479025
J14,41.70815145,-87.56311655
J14,41.70807536,-87.56804645
J14,41.70849986,-87.5814575
J14,41.87011609,-87.6205641
J14,41.87318392,-87.62084305
J14,41.87314397,-87.62356818
J14,41.77341208,-87.57651687
J14,41.76630244,-87.57637203
J14,41.75862778,-87.57616282
J14,41.75504623,-87.57610381
J14,41.75145647,-87.57601798
J14,41.74782648,-87.57596433
J14,41.74478667,-87.575905
J14,41.73685925,-87.57574975
J14,41.73329249,-87.57566392
J14,41.72964547,-87.57556736
J14,41.72599824,-87.57547617
J14,41.72223068,-87.57539034
J14,41.87457398,-87.62435675
J14,41.87842845,-87.62444794
J14,41.8812163,-87.62452304
J14,41.87627557,-87.62440503
J14,41.70840775,-87.55981207
J14,41.71519546,-87.57405996
J14,41.88315734,-87.64001012
J14,41.88318097,-87.63047595
J14,41.88314296,-87.63555014
J14,41.88314536,-87.64285326
J14,41.88316134,-87.63261795
J14,41.88318131,-87.62746811
85A,41.99780163,-87.7676779
85A,41.99720363,-87.76632607
85A,42.00997578,-87.78694689
85A,42.0088916,-87.78601885
85A,42.00280471,-87.77841747
85A,42.0001338,-87.77268827
85A,42.00158089,-87.7757889
85A,42.00060819,-87.77371824
85A,42.00111049,-87.7747643
85A,42.00723341,-87.78460801
85A,42.00471814,-87.78227448
85A,42.00552734,-87.78314888
85A,41.99915709,-87.77060688
85A,42.00410426,-87.78120697
85A,42.0117455,-87.78847039
85A,41.99872255,-87.76967347
85A,42.00341463,-87.77971029
85A,41.97920106,-87.76837528
85A,41.98277008,-87.76830554
85A,41.98102348,-87.76833773
85A,41.98487152,-87.76828408
85A,41.98877914,-87.76666939
85A,41.98711245,-87.76820898
85A,41.99424143,-87.76489913
85A,41.97796881,-87.76839674
85A,41.99247521,-87.76557505
85A,41.99069299,-87.76603639
85A,41.97106535,-87.76357949
85A,41.9704312,-87.76229203
85A,41.99649797,-87.76527464
85A,41.99544546,-87.76473284
85A,41.97286008,-87.7651298
85A,41.97644541,-87.76828408
85A,41.97542048,-87.76746869
85A,41.97463881,-87.76676059
85A,42.0119129,-87.77708173
85A,42.01188102,-87.7734822
85A,42.01192486,-87.77880371
85A,42.01192088,-87.78202772
85A,42.01191689,-87.78446317
85A,42.01192088,-87.78079391
85A,42.01192088,-87.78686106
85A,41.97928082,-87.76845574
85A,41.98274616,-87.76839674
85A,41.98121888,-87.76841819
85A,41.99096013,-87.76607931
85A,41.98521843,-87.76834846
85A,41.98882699,-87.7667284
85A,41.98710049,-87.76830018
85A,41.99431718,-87.7649796
85A,41.97795286,-87.76848793
85A,41.99261475,-87.76562333
85A,41.98451265,-87.76837528
85A,41.9704312,-87.76229203
85A,41.99897769,-87.76665866
85A,41.9953139,-87.76474357
85A,41.99750263,-87.76588082
85A,42.00958914,-87.77215719
85A,42.00239013,-87.76844502
85A,42.00675906,-87.77068198
85A,42.00425972,-87.76939452
85A,42.00535594,-87.76995778
85A,42.0088079,-87.77176023
85A,42.00102279,-87.76772618
85A,42.00778349,-87.77121305
85A,41.97310735,-87.76546776
85A,41.97580732,-87.76798904
85A,41.97466673,-87.76688397
85A,41.97076622,-87.76339173
85A,42.01188102,-87.7734822
91,41.87782133,-87.77454436
91,41.94567443,-87.77645946
91,41.925542,-87.77572989
91,41.89852783,-87.77520418
91,41.93651287,-87.77611077
91,41.92192587,-87.77559578
91,41.95476686,-87.77678669
91,41.93854401,-87.77615368
91,41.90394595,-87.77537048
91,41.95655806,-87.77684033
91,41.91276089,-87.77528465
91,41.95107658,-87.77666867
91,41.89494211,-87.77510226
91,41.88696736,-87.77482331
91,41.94379913,-87.77638435
91,41.91415808,-87.77533829
91,41.95841304,-87.77689934
91,41.9177986,-87.77546167
91,41.93101769,-87.77590692
91,41.90190173,-87.77530074
91,41.96482327,-87.77710855
91,41.89178747,-87.77499497
91,41.86722388,-87.7741313
91,41.92369006,-87.77566016
91,41.88570138,-87.77478039
91,41.93282553,-87.77596593
91,41.94929719,-87.77660966
91,41.92044902,-87.77555823
91,41.9057266,-87.77542949
91,41.87255678,-87.77432978
91,41.86919331,-87.77422249
91,41.89272589,-87.77501106
91,41.89664316,-87.7751559
91,41.95289581,-87.77673841
91,41.87660629,-87.77446818
91,41.88813349,-87.77486622
91,41.96763527,-87.77722657
91,41.90757508,-87.77550995
91,41.96574466,-87.77715147
91,41.88026972,-87.7746141
91,41.93936203,-87.77618051
91,41.96024403,-87.7769798
91,41.90910811,-87.77554214
91,41.89034986,-87.77494669
91,41.87027987,-87.77424395
91,41.86563392,-87.77408838
91,41.9419956,-87.77630389
91,41.94017605,-87.77623415
91,41.92918586,-87.77584255
91,41.96206699,-87.77703345
91,41.90009302,-87.77525246
91,41.87449809,-87.77441561
91,41.91096048,-87.77522027
91,41.88221079,-87.7746731
91,41.94746988,-87.77653456
91,41.93506429,-87.77605712
91,41.88397608,-87.77473211
91,41.96387793,-87.77709782
91,41.92738192,-87.77582109
91,41.96976912,-87.7617234
91,41.96763527,-87.77672231
91,41.96776889,-87.76720986
91,41.9676317,-87.76242181
91,41.96772302,-87.77002752
91,41.96765123,-87.77495205
91,41.96769111,-87.77261853
91,41.96823355,-87.7609992
91,41.87772547,-87.77463019
91,41.94596171,-87.77656674
91,41.92572559,-87.77583182
91,41.8982044,-87.77528465
91,41.93674033,-87.77620196
91,41.92211347,-87.77568161
91,41.95502617,-87.77687252
91,41.938065,-87.77625667
91,41.9037024,-87.77545631
91,41.95682135,-87.77692616
91,41.91302437,-87.77538121
91,41.95131995,-87.77677059
91,41.89481034,-87.77517736
91,41.8869434,-87.77490377
91,41.94406247,-87.77648628
91,41.91437364,-87.77541876
91,41.95870824,-87.7769959
91,41.91755167,-87.775525
91,41.93138884,-87.77600348
91,41.9018099,-87.77538657
91,41.96498681,-87.77719438
91,41.89167965,-87.77507544
91,41.92404129,-87.77575672
91,41.88547773,-87.77484477
91,41.93310089,-87.77606785
91,41.94952461,-87.77670622
91,41.92070049,-87.77564943
91,41.90561082,-87.77551532
91,41.87271656,-87.77442098
91,41.86891768,-87.77429223
91,41.89647146,-87.77524173
91,41.95327481,-87.77682424
91,41.87633149,-87.77457118
91,41.88809755,-87.77495205
91,41.96740394,-87.77730703
91,41.90736348,-87.77557969
91,41.9659082,-87.77724266
91,41.87990627,-87.7746892
91,41.96053523,-87.777071
91,41.9089564,-87.7756387
91,41.89036584,-87.77502716
91,41.86563392,-87.77408838
91,41.94225097,-87.77640581
91,41.94042744,-87.77632535
91,41.92942532,-87.77593374
91,41.96229037,-87.77712464
91,41.89290958,-87.77510226
91,41.90036054,-87.77534902
91,41.87436667,-87.77454
91,41.91116407,-87.77531147
91,41.88188729,-87.77474284
91,41.94768932,-87.77662575
91,41.93489669,-87.77612686
91,41.88385626,-87.77481258
91,41.96405344,-87.77717829
91,41.92759344,-87.77590156
91,41.87110276,-87.7743727
91,41.8674476,-87.77423322
91,41.8672918,-87.77313888
91,41.96976912,-87.7617234
91,41.9678091,-87.76774734
91,41.96771396,-87.76288172
91,41.96778684,-87.77002215
91,41.96771106,-87.77473748
91,41.96775094,-87.77267218
91,41.86554603,-87.77301013
91,41.96901929,-87.7617985
165,41.77454027,-87.74995387
165,41.78020892,-87.74221838
165,41.7741162,-87.77156174
165,41.77430824,-87.76181996
165,41.77362412,-87.80033648
165,41.77464029,-87.74442315
165,41.77450427,-87.75208354
165,41.77460028,-87.74704099
165,41.77437225,-87.75915384
165,41.77446026,-87.75429904
165,41.77441225,-87.75668085
165,41.77428023,-87.76387453
165,41.77418021,-87.76900291
165,41.7740762,-87.77427077
165,41.77404019,-87.77585328
165,41.77423222,-87.76647627
165,41.77398818,-87.77910948
165,41.77393217,-87.78164685
165,41.77385216,-87.78626025
165,41.77390417,-87.78356731
165,41.77380415,-87.78898537
165,41.77367213,-87.79835165
165,41.77378415,-87.79107213
165,41.77369613,-87.79592156
165,41.77374814,-87.79396892
165,41.78195302,-87.74226129
165,41.77822475,-87.74214327
165,41.77653256,-87.74208963
165,41.77508436,-87.74204135
165,41.7741122,-87.80078709
165,41.78645705,-87.73886561
165,41.77467629,-87.7503562
165,41.78030493,-87.74247587
165,41.77429623,-87.77074635
165,41.77447226,-87.76139617
165,41.77378815,-87.80036867
165,41.77481632,-87.74397254
165,41.77465229,-87.7516222
165,41.77476031,-87.74642408
165,41.7747163,-87.74856448
165,41.77453227,-87.75889099
165,41.77462429,-87.75380552
165,41.77458028,-87.75610149
165,41.77443626,-87.76369751
165,41.77434424,-87.76841283
165,41.77424422,-87.7734071
165,41.77419622,-87.77581036
165,41.77438825,-87.76614368
165,41.77414421,-87.77828336
165,41.7741042,-87.78061688
165,41.77402819,-87.78531075
165,41.77405619,-87.78299332
165,41.77389617,-87.79346466
165,41.77397218,-87.78785348
165,41.77382415,-87.79802978
165,41.77394418,-87.79028893
165,41.77386016,-87.79537439
165,41.78226903,-87.74252951
165,41.77860079,-87.74242222
165,41.77681659,-87.74235785
165,41.77510036,-87.74230957
165,41.7741122,-87.80078709
165,41.78645705,-87.73886561
93,42.00107461,-87.6996839
93,41.98662998,-87.69922793
93,41.99926871,-87.69963026
93,41.97936457,-87.69898653
93,41.97773352,-87.69893825
93,42.01743299,-87.69956052
93,41.98300535,-87.69910991
93,41.98119894,-87.69905627
93,42.01378221,-87.69961417
93,41.99743884,-87.69959271
93,42.0101671,-87.69969463
93,41.97617023,-87.69888997
93,41.99210441,-87.69940495
93,41.99386267,-87.69946933
93,42.0155877,-87.69959807
93,41.98527027,-87.69917965
93,42.00836944,-87.69971073
93,42.0065478,-87.69974291
93,42.00290437,-87.69973218
93,41.99026238,-87.69934595
93,42.00472213,-87.69976974
93,41.9956448,-87.69952297
93,41.98845617,-87.69927084
93,42.01195675,-87.69966245
93,42.01919852,-87.69951224
93,42.04773509,-87.68344581
93,42.02122702,-87.69951761
93,42.0481932,-87.69894898
93,42.03916192,-87.69912064
93,42.04691846,-87.6989758
93,42.04089497,-87.69907773
93,42.05204913,-87.69887388
93,42.03732124,-87.69919038
93,42.04260806,-87.6990509
93,42.02469804,-87.69944251
93,42.0442972,-87.69905627
93,42.03564387,-87.69920111
93,42.03371942,-87.69924402
93,42.0305836,-87.69930303
93,42.02288883,-87.69946933
93,42.02646337,-87.69937813
93,42.02892598,-87.69933522
93,42.02726433,-87.6993835
93,42.0325719,-87.69926548
93,42.05218854,-87.69041955
93,42.05216066,-87.69388497
93,42.0521,-87.69597167
93,42.05204514,-87.68476546
93,41.97575946,-87.70594954
93,41.97578738,-87.70125568
93,41.97578738,-87.70281672
93,41.97019189,-87.70846009
93,41.97197867,-87.7085191
93,41.97377737,-87.70856202
93,41.97572357,-87.70862639
93,41.96880391,-87.70843327
93,41.96839708,-87.71231711
93,41.96840506,-87.71101892
93,42.05005746,-87.6848191
93,42.00132177,-87.6997751
93,41.9868772,-87.69931912
93,41.99950791,-87.69971609
93,41.97958788,-87.69908309
93,41.97780132,-87.69902408
93,42.01770001,-87.69963026
93,41.98326853,-87.69919574
93,41.98144219,-87.69914746
93,42.01404925,-87.6997
93,41.9977219,-87.6996839
93,42.01037038,-87.6997751
93,41.97610244,-87.69897044
93,41.99233566,-87.69949079
93,41.99414574,-87.69956052
93,41.98506292,-87.69924402
93,42.01581089,-87.6996839
93,41.98584446,-87.6992923
93,42.0086365,-87.69979119
93,42.00677102,-87.69982874
93,42.00320734,-87.69982338
93,41.99019061,-87.69942641
93,42.0049613,-87.69985557
93,41.99589597,-87.69961953
93,41.98877117,-87.6993835
93,42.01220387,-87.69974828
93,42.04708179,-87.68477082
93,42.04710569,-87.68662691
93,42.04773509,-87.68344581
93,42.02142628,-87.69958735
93,42.04855968,-87.69902945
93,42.03028874,-87.69939959
93,42.03945674,-87.6992172
93,42.04083874,-87.69922521
93,42.05211684,-87.69895434
93,42.04553613,-87.699067
93,42.03763599,-87.69926548
93,42.04285107,-87.6991421
93,42.02484947,-87.69952834
93,42.0435,-87.69916667
93,42.03592277,-87.69928157
93,42.03403021,-87.69932985
93,42.02316779,-87.69954979
93,42.02677021,-87.69948542
93,42.02901763,-87.69942105
93,42.02726433,-87.69946933
93,42.03216,-87.69939
93,42.01957314,-87.69959807
93,42.05225227,-87.68983483
93,42.0521871,-87.6955817
93,42.05199336,-87.68469036
93,42.05217659,-87.68771589
93,41.97584321,-87.70148098
93,41.97578339,-87.70853519
93,41.97577143,-87.71098137
93,41.97580732,-87.70658791
93,41.97584321,-87.7029562
93,41.97038334,-87.713449
93,41.97394886,-87.71356165
93,41.97290794,-87.71353483
93,41.97538857,-87.71359384
93,41.96839708,-87.71231711
93,42.04869512,-87.684744
93,42.04848399,-87.68673956
92,41.97558,-87.72123814
92,41.97533673,-87.7443856
92,41.97813231,-87.65942931
92,41.97664321,-87.6598134
92,41.97575946,-87.70594954
92,41.9761463,-87.66990066
92,41.97554211,-87.72474915
92,41.97579536,-87.69866467
92,41.97562786,-87.71794707
92,41.97530084,-87.74822116
92,41.97615827,-87.66855955
92,41.97599875,-87.67959416
92,41.97526095,-87.75135934
92,41.97578738,-87.70125568
92,41.97621809,-87.6648742
92,41.97596684,-87.68194914
92,41.97532476,-87.74671912
92,41.97572756,-87.70856202
92,41.97545238,-87.73323834
92,41.97538459,-87.74078608
92,41.97542447,-87.73575962
92,41.9756797,-87.71314859
92,41.97540054,-87.73822725
92,41.97528887,-87.74939597
92,41.97625398,-87.66247094
92,41.97518917,-87.75786102
92,41.97592696,-87.68439531
92,41.97520512,-87.75537729
92,41.97585518,-87.69192696
92,41.97515726,-87.76040912
92,41.97513732,-87.76287675
92,41.97509345,-87.76540875
92,41.97560592,-87.71981925
92,41.97589107,-87.68687367
92,41.97609845,-87.67216444
92,41.97550822,-87.72843182
92,41.97549625,-87.72909701
92,41.97606256,-87.67498076
92,41.97583125,-87.69424438
92,41.97569964,-87.71122813
92,41.97564979,-87.71614999
92,41.97544042,-87.73447216
92,41.97578738,-87.70281672
92,41.97580732,-87.69652426
92,41.97585518,-87.68933058
92,41.97603065,-87.67652035
92,41.97106535,-87.76357949
92,41.97001241,-87.76178241
92,41.97286008,-87.7651298
92,41.97463881,-87.76676059
92,41.97563982,-87.72129178
92,41.97540453,-87.74419248
92,41.97813231,-87.65942931
92,41.97816821,-87.65633404
92,41.97620613,-87.66939104
92,41.97560393,-87.72470891
92,41.97636565,-87.65961707
92,41.97585518,-87.69872904
92,41.97567571,-87.71872222
92,41.97537262,-87.74767399
92,41.97622208,-87.66811967
92,41.97605458,-87.67984629
92,41.97532078,-87.75166512
92,41.97584321,-87.70148098
92,41.97626993,-87.66507268
92,41.97603065,-87.68174529
92,41.97555208,-87.72941351
92,41.97578339,-87.70853519
92,41.97551619,-87.73297548
92,41.97544042,-87.74060905
92,41.97572756,-87.71329343
92,41.97547232,-87.73804486
92,41.97534869,-87.74913847
92,41.97631779,-87.66219199
92,41.97525697,-87.75759816
92,41.97599476,-87.68406272
92,41.97526893,-87.75512517
92,41.97590702,-87.69265652
92,41.97522506,-87.76010871
92,41.97519715,-87.7625978
92,41.97465875,-87.76687324
92,41.97565976,-87.71966636
92,41.97595488,-87.68659472
92,41.97616624,-87.67192841
92,41.97557601,-87.72799194
92,41.97613035,-87.67427266
92,41.97589506,-87.69395471
92,41.97641749,-87.65540063
92,41.97577143,-87.71098137
92,41.97571161,-87.71582007
92,41.97549625,-87.73474038
92,41.97580732,-87.70658791
92,41.97584321,-87.7029562
92,41.97587113,-87.6963526
92,41.97592696,-87.68963635
92,41.97609845,-87.67626822
92,41.97001241,-87.76178241
92,41.97310735,-87.76546776
92,41.97076622,-87.76339173
92,41.97799274,-87.6550734
94,41.86427162,-87.69578934
94,41.84235912,-87.69509733
94,41.83996123,-87.69504905
94,41.83606048,-87.69493639
94,41.80831672,-87.6938796
94,41.80842068,-87.68702924
94,41.8083767,-87.68913746
94,41.80835751,-87.69153106
94,41.80844867,-87.68476546
94,41.80107898,-87.68684149
94,41.80103899,-87.68922865
94,41.800999,-87.69164801
94,41.76839901,-87.67948151
94,41.76846133,-87.67415958
94,41.76843902,-87.67584443
94,41.768383,-87.68061876
94,41.76456592,-87.69288182
94,41.76470196,-87.6853931
94,41.76465395,-87.68795729
94,41.76460593,-87.69041955
94,41.75936007,-87.6731354
94,41.89675496,-87.70662546
94,41.86243788,-87.69572496
94,41.85909785,-87.6956284
94,41.8573119,-87.69556403
94,41.85541003,-87.69549966
94,41.84998779,-87.69533873
94,41.84816163,-87.69527435
94,41.84634341,-87.69522607
94,41.84458907,-87.69513488
94,41.83850248,-87.69500077
94,41.83730747,-87.69496322
94,41.83368234,-87.69485056
94,41.82996508,-87.69475937
94,41.82727493,-87.69466817
94,41.82817032,-87.69470572
94,41.8245167,-87.69462526
94,41.8172648,-87.69441605
94,41.81359456,-87.69430339
94,41.81180734,-87.69424975
94,41.81000408,-87.69419611
94,41.80085504,-87.69393861
94,41.79908746,-87.6938957
94,41.79723185,-87.69385278
94,41.79543618,-87.69378841
94,41.79348447,-87.69374013
94,41.7916727,-87.69368649
94,41.79002085,-87.69363821
94,41.78806899,-87.69358993
94,41.78628106,-87.69354701
94,41.78438108,-87.69346654
94,41.78257304,-87.69343436
94,41.78076496,-87.69338071
94,41.77897682,-87.69334853
94,41.77710463,-87.69328952
94,41.77530439,-87.6932466
94,41.7735161,-87.69319832
94,41.76987136,-87.69311249
94,41.76614239,-87.69302666
94,41.82035915,-87.69451261
94,41.85182189,-87.69539237
94,41.86788703,-87.69587517
94,41.87360733,-87.6960361
