Bus,Lat,Lon
90,41.90694429,-87.80566335
90,41.92221325,-87.80613005
90,41.96085435,-87.80717075
90,41.90985167,-87.805725
90,41.88984833,-87.805025
90,41.91972256,-87.80607641
90,41.95907124,-87.80719757
90,41.94145293,-87.80681133
90,41.89616,-87.80525565
90,41.93970121,-87.80674696
90,41.92883066,-87.80637681
90,41.97776144,-87.80697763
90,41.96274111,-87.80716538
90,41.89288163,-87.80513763
90,41.89960989,-87.80538976
90,41.91060917,-87.80577064
90,41.94695918,-87.80701518
90,41.93428612,-87.80656457
90,41.96352293,-87.80716002
90,41.92699079,-87.80630708
90,41.98196458,-87.80840456
90,41.88677567,-87.80316353
90,41.98125238,-87.80746901
90,41.88674771,-87.80492306
90,41.95509,-87.8073585
90,41.95718437,-87.80738533
90,41.9455667,-87.8070581
90,41.96189547,-87.80728877
90,41.96915091,-87.80719221
90,41.92519872,-87.80637533
90,41.97184307,-87.80715466
90,41.91597837,-87.80604959
90,41.89805666,-87.80540049
90,41.93664854,-87.8067255
90,41.92113157,-87.8061837
90,41.93820083,-87.80676842
90,41.90349479,-87.80562043
90,41.91237766,-87.80592084
90,41.95085316,-87.80721903
90,41.97378136,-87.80710101
90,41.89437908,-87.80527711
90,41.94355973,-87.80698299
90,41.91452134,-87.80599058
90,41.95829735,-87.80729413
90,41.91820575,-87.80611932
90,41.93111746,-87.80654311
90,41.90168213,-87.8055346
90,41.97633773,-87.80710101
90,41.95406871,-87.8073585
90,41.97465077,-87.80710101
90,41.93263397,-87.80660748
90,41.94906978,-87.80716002
90,41.924173,-87.80631781
90,41.90537127,-87.8056848
90,41.98077226,-87.80700982
90,41.89633969,-87.80534148
90,41.95300353,-87.80727267
90,41.8887405,-87.80507326
90,41.96774296,-87.8072083
90,41.96567686,-87.80721903
90,41.90723972,-87.80573308
90,41.95998873,-87.8072834
90,41.90902028,-87.80579209
90,41.89231858,-87.80520201
90,41.91995807,-87.80615687
90,41.89064937,-87.80513763
90,41.97883817,-87.807042
90,41.94173624,-87.80689716
90,41.93996058,-87.80682206
90,41.9290821,-87.80646801
90,41.9772789,-87.80706882
90,41.89990536,-87.80548632
90,41.91091257,-87.8058672
90,41.94721852,-87.80709565
90,41.9347211,-87.80669868
90,41.96375029,-87.80726731
90,41.92731407,-87.80640364
90,41.98196458,-87.80840456
90,41.88677567,-87.80316353
90,41.88710714,-87.80411839
201,42.06239684,-87.74477184
201,42.06406155,-87.67963171
201,42.06402969,-87.67727137
201,42.06422882,-87.68947542
201,42.0642567,-87.69398689
201,42.0643921,-87.71079361
201,42.06430847,-87.69814432
201,42.06447972,-87.71791756
201,42.06452853,-87.72390375
201,42.06454344,-87.72757351
201,42.06428457,-87.69576788
201,42.06419298,-87.68583834
201,42.06429652,-87.6988256
201,42.06435228,-87.70353019
201,42.064235,-87.69223667
201,42.06450759,-87.72063196
201,42.06444786,-87.71560013
201,42.06438414,-87.70777881
201,42.06455538,-87.72574961
201,42.06442396,-87.71395862
201,42.0641412,-87.68366039
201,42.06408545,-87.68179357
201,42.06436821,-87.70487666
201,42.04952766,-87.67809749
201,42.05019289,-87.67779171
201,42.04782273,-87.6789397
201,42.04623726,-87.67969608
201,42.01804674,-87.67579615
201,42.01919453,-87.67626822
201,42.04706585,-87.68333852
201,42.04708179,-87.68477082
201,42.04710569,-87.68662691
201,42.04671928,-87.68143415
201,42.01940974,-87.68055439
201,42.01944162,-87.68310249
201,42.01944959,-87.68427193
201,42.01938583,-87.6777488
201,42.06080775,-87.75076389
201,42.05951335,-87.75041521
201,42.06240082,-87.74688542
201,42.01821812,-87.67296374
201,42.02178495,-87.68493712
201,42.03952447,-87.68805921
201,42.04694236,-87.68873513
201,42.0414089,-87.68841863
201,42.0378113,-87.68766224
201,42.04283912,-87.68848836
201,42.04576719,-87.68866003
201,42.02467015,-87.68525362
201,42.04440476,-87.68858492
201,42.03600644,-87.68723309
201,42.03416568,-87.68683076
201,42.03100996,-87.6861012
201,42.02357028,-87.68510878
201,42.02683795,-87.68549502
201,42.02914115,-87.68577397
201,42.03300621,-87.68655181
201,42.01666778,-87.6738435
201,42.05365835,-87.67724991
201,42.0613016,-87.67711043
201,42.05821096,-87.67716408
201,42.06411333,-87.67930448
201,42.06429254,-87.68912673
201,42.06431643,-87.69367576
201,42.06445184,-87.71049321
201,42.06436422,-87.69792974
201,42.06453945,-87.71756351
201,42.06452853,-87.72390375
201,42.06467486,-87.72716582
201,42.06454344,-87.72757351
201,42.06434667,-87.69546333
201,42.06447573,-87.71242976
201,42.06425271,-87.6854682
201,42.06436821,-87.69928694
201,42.06441201,-87.70322979
201,42.06430453,-87.69201897
201,42.06456335,-87.72055149
201,42.06450759,-87.71506369
201,42.06443989,-87.70752132
201,42.0646191,-87.72528291
201,42.06455538,-87.72574961
201,42.06447972,-87.71378696
201,42.06419696,-87.68328488
201,42.06414917,-87.68177211
201,42.06442396,-87.70467818
201,42.04786655,-87.67882705
201,42.04844416,-87.68349946
201,42.04846806,-87.68559158
201,42.04844814,-87.68199742
201,42.06252428,-87.73067415
201,42.01943365,-87.67618239
201,42.01944959,-87.67778099
201,42.0194735,-87.6802808
201,42.0195014,-87.68268406
201,42.01950539,-87.68441677
201,42.05951335,-87.75041521
201,42.06256012,-87.74441779
201,42.06256411,-87.74640262
201,42.01821812,-87.67296374
201,42.0253197,-87.68523216
201,42.02103175,-87.68477619
201,42.04840831,-87.68875122
201,42.03928542,-87.68791974
201,42.04698618,-87.68866003
201,42.04103043,-87.68827379
201,42.03751249,-87.68751204
201,42.04258814,-87.6883918
201,42.04548435,-87.6885581
201,42.02443902,-87.68514097
201,42.04402232,-87.68847764
201,42.03573551,-87.68709362
201,42.03386286,-87.68668056
201,42.0306115,-87.68592417
201,42.02283702,-87.68495321
201,42.02648329,-87.68537164
201,42.02861118,-87.68563449
201,42.03263167,-87.68637478
201,42.05200929,-87.6771909
201,42.05429964,-87.67717481
201,42.06149277,-87.6770246
201,42.05823485,-87.67708361
X49,41.75073289,-87.68270338
X49,41.859825,-87.68577933
X49,41.84521648,-87.68529117
X49,41.83015295,-87.68498003
X49,41.81584071,-87.68458843
X49,41.8083647,-87.68434167
X49,41.80142289,-87.68418074
X49,41.78680424,-87.68372691
X49,41.77910003,-87.68348765
X49,41.76823496,-87.68324733
X49,41.7594361,-87.68298125
X49,41.94650194,-87.68812144
X49,41.82646346,-87.68486202
X49,41.9391266,-87.68786609
X49,41.97851116,-87.68951297
X49,41.85192978,-87.68555939
X49,41.89558979,-87.68673098
X49,41.90285198,-87.6868844
X49,41.9320146,-87.68775666
X49,41.97612636,-87.6890409
X49,41.92511654,-87.68752492
X49,41.79364125,-87.68391252
X49,41.89096484,-87.68660545
X49,41.87393887,-87.6860851
X49,41.95378546,-87.68831885
X49,41.96886773,-87.68880486
X49,41.88132475,-87.68633034
X49,41.77181098,-87.68334067
X49,41.96153247,-87.68859565
X49,41.91058921,-87.68712258
X49,41.86646086,-87.68589735
X49,41.87641667,-87.68613333
X49,41.91598219,-87.68727275
X49,41.96658053,-87.68873684
X49,41.80509303,-87.68430734
X49,41.85433121,-87.68563986
X49,41.75073289,-87.68270338
X49,41.85970114,-87.68592739
X49,41.84494474,-87.68553257
X49,41.8305007,-87.68516564
X49,41.81578953,-87.68467963
X49,41.80852864,-87.68447042
X49,41.80131572,-87.68429017
X49,41.79414998,-87.68421936
X49,41.78669704,-87.68393934
X49,41.77899922,-87.68374729
X49,41.76847447,-87.68344883
X49,41.94657695,-87.6884079
X49,41.82561761,-87.68493283
X49,41.93956873,-87.68825018
X49,41.97851116,-87.68951297
X49,41.85218072,-87.68568492
X49,41.8956449,-87.68694878
X49,41.75879585,-87.68317223
X49,41.91591849,-87.68746912
X49,41.90326641,-87.68713331
X49,41.9321032,-87.68800557
X49,41.97601071,-87.68925011
X49,41.92517082,-87.68775344
X49,41.89082108,-87.68679321
X49,41.87379906,-87.68634796
X49,41.95385328,-87.68857419
X49,41.87779737,-87.68643379
X49,41.96830934,-87.68899798
X49,41.96657829,-87.68894434
X49,41.88093592,-87.68648958
X49,41.77182378,-87.68354237
X49,41.96117028,-87.68881452
X49,41.91052454,-87.68734145
X49,41.86634102,-87.68612266
X49,41.87553263,-87.68640697
X49,41.80501705,-87.68395758
X49,41.85435519,-87.68572569
192,41.787741,-87.60360181
192,41.87936307,-87.63955951
192,41.7916919,-87.60612308
192,41.88189128,-87.64103472
192,41.86753548,-87.62732327
192,41.787741,-87.60360181
192,41.787765,-87.60099471
192,41.787837,-87.59446621
192,41.88194719,-87.64122784
192,41.87871603,-87.64112055
192,41.7916919,-87.60612308
192,41.79924342,-87.58737445
192,41.86731177,-87.62716019
115,41.70922472,-87.60606945
115,41.69463793,-87.60939538
115,41.69266313,-87.61231899
115,41.68495563,-87.64954805
115,41.68479538,-87.66155362
115,41.68536427,-87.61562347
115,41.68505579,-87.64233828
115,41.68534423,-87.61816621
115,41.68481141,-87.6593703
115,41.68485948,-87.65692413
115,41.68530818,-87.62094498
115,41.68498768,-87.64709651
115,41.68513992,-87.63513386
115,41.68524809,-87.62555301
115,41.68535225,-87.61692703
115,41.68520402,-87.6301825
115,41.68491156,-87.65201032
115,41.68530417,-87.62300491
115,41.68515995,-87.63263941
115,41.68489153,-87.65440822
115,41.68507983,-87.64056265
115,41.68511187,-87.63749957
115,41.68523607,-87.62776852
115,41.68501573,-87.64464498
115,41.72216662,-87.6239115
115,41.72213859,-87.60504484
115,41.72201447,-87.61154115
115,41.72195441,-87.61636913
115,41.72192238,-87.61875629
115,41.72199445,-87.61386931
115,41.72209455,-87.60678828
115,41.72192639,-87.62101471
115,41.72205851,-87.60911644
115,41.72017665,-87.60356963
115,41.7183548,-87.60399878
115,41.68105747,-87.66144097
115,41.67801649,-87.66133368
115,41.71273675,-87.60527015
115,41.71121903,-87.60561347
115,41.70782306,-87.60638058
115,41.70551625,-87.60686338
115,41.70365393,-87.60733008
115,41.70183161,-87.60771632
115,41.70021751,-87.60811329
115,41.69808667,-87.60858536
115,41.69651653,-87.6089555
115,41.69274725,-87.60997474
115,41.72151799,-87.60324776
115,41.71647282,-87.60442793
115,41.71461883,-87.60484636
115,41.69266313,-87.61327922
115,41.69082447,-87.61328459
115,41.68897775,-87.61323631
115,41.68716302,-87.61318266
115,41.6857128,-87.61315048
115,41.68179465,-87.66259432
115,41.70942095,-87.60611236
115,41.69487025,-87.6094383
115,41.68501573,-87.64931202
115,41.68485548,-87.66142488
115,41.68542436,-87.61553228
115,41.68511588,-87.64253676
115,41.68540433,-87.61819303
115,41.68545641,-87.61299491
115,41.68488352,-87.65984237
115,41.6849356,-87.65652716
115,41.68537628,-87.62093425
115,41.68505178,-87.64683902
115,41.68520001,-87.6351285
115,41.68531218,-87.62567103
115,41.68541635,-87.61691093
115,41.6852601,-87.63017178
115,41.68498368,-87.65174747
115,41.68536026,-87.62302637
115,41.68522405,-87.63260186
115,41.68495563,-87.6542151
115,41.68513992,-87.64053583
115,41.68517597,-87.63718307
115,41.68528815,-87.62779534
115,41.68507582,-87.64497221
115,41.72216662,-87.6239115
115,41.72197043,-87.60453522
115,41.7218383,-87.6118362
115,41.72175822,-87.61668026
115,41.72171418,-87.61914253
115,41.72179826,-87.61435747
115,41.72192639,-87.60694385
115,41.72165412,-87.62079477
115,41.72187434,-87.60956168
115,41.72034082,-87.603634
115,41.71853899,-87.6040417
115,41.71302507,-87.60530233
115,41.71104683,-87.60574758
115,41.70753871,-87.60653615
115,41.70568446,-87.60692775
115,41.7040224,-87.60733545
115,41.70209595,-87.60774851
115,41.70041777,-87.6081562
115,41.69835102,-87.60861754
115,41.69672882,-87.60898769
115,41.69301163,-87.60983527
115,41.69107283,-87.61028588
115,41.68900579,-87.61077404
115,41.68744745,-87.61110663
115,41.68558861,-87.61149287
115,41.72176223,-87.60329068
115,41.71676113,-87.60445476
115,41.71486309,-87.60488391
115,41.6831448,-87.66270161
115,41.68179465,-87.66259432
88,41.99639831,-87.8091985
88,41.99666143,-87.82102168
88,41.99711592,-87.81040549
88,41.99701226,-87.81372607
88,41.99693652,-87.81682134
88,41.99687672,-87.81910121
88,41.96973322,-87.7648294
88,41.97043518,-87.76350439
88,41.99220409,-87.80688643
88,41.99371516,-87.80687034
88,41.99018264,-87.80690789
88,41.9860877,-87.80692399
88,41.98884692,-87.80691862
88,41.98234739,-87.807042
88,41.97306747,-87.77797222
88,41.9703275,-87.767694
88,41.98093177,-87.8063339
88,41.97124482,-87.7711165
88,41.97252906,-87.77594447
88,41.97395285,-87.78072953
88,41.97473453,-87.78315425
88,41.97176729,-87.7730906
88,41.97539256,-87.78521955
88,41.98060477,-87.80478358
88,41.97616624,-87.78759599
88,41.97782524,-87.79276192
88,41.97706753,-87.79035866
88,41.97908542,-87.79763818
88,41.97955598,-87.79984832
88,41.98003053,-87.80210137
88,41.97856301,-87.79517591
88,41.97048305,-87.76220083
88,41.99536971,-87.80695617
88,41.99490325,-87.82181561
88,41.99666143,-87.82102168
88,41.96972525,-87.76522636
88,41.97051495,-87.76351511
88,41.98186489,-87.80828118
88,41.97315122,-87.77804732
88,41.97028363,-87.76728094
88,41.97553613,-87.78544486
88,41.9810833,-87.80676305
88,41.97126875,-87.77092874
88,41.97252108,-87.77564943
88,41.97394487,-87.78052032
88,41.97485417,-87.78332055
88,41.97189891,-87.77331591
88,41.98061275,-87.80452073
88,41.97628589,-87.7877301
88,41.97781328,-87.7924937
88,41.97704759,-87.79007435
88,41.97910934,-87.79745042
88,41.97963175,-87.7998966
88,41.98011826,-87.80225694
88,41.97867866,-87.79541731
88,41.97048305,-87.76220083
88,41.98891072,-87.81326473
88,41.99329653,-87.82193363
88,41.98649441,-87.80822754
88,41.98738758,-87.81015337
88,41.99062521,-87.8166765
88,41.99178545,-87.81892955
111,41.69223452,-87.64955878
111,41.69207829,-87.66216516
111,41.69212636,-87.65874803
111,41.69233466,-87.64203787
111,41.69262307,-87.61845589
111,41.69215039,-87.65709579
111,41.69257901,-87.62120247
111,41.69227057,-87.64724135
111,41.69241477,-87.63531089
111,41.6922946,-87.64500439
111,41.69251091,-87.62594998
111,41.69246685,-87.63048828
111,41.69219846,-87.65231609
111,41.69254296,-87.62323022
111,41.69244682,-87.63238192
111,41.69218244,-87.65470862
111,41.69235469,-87.64005303
111,41.69239074,-87.63764977
111,41.69249088,-87.62743592
111,41.68482343,-87.66307175
111,41.68474731,-87.66745448
111,41.68476333,-87.66600609
111,41.68481541,-87.66371548
111,41.69265111,-87.61597753
111,41.72216662,-87.6239115
111,41.72195441,-87.61636913
111,41.72192238,-87.61875629
111,41.72195441,-87.61486173
111,41.72192639,-87.62101471
111,41.68105747,-87.66144097
111,41.67801649,-87.66133368
111,41.71090667,-87.61381567
111,41.70721032,-87.61374056
111,41.70358985,-87.61362791
111,41.69987305,-87.61353135
111,41.69623214,-87.61342406
111,41.69310376,-87.61333823
111,41.72002049,-87.61406243
111,41.71813857,-87.61399806
111,41.7139501,-87.61391222
111,41.68179465,-87.66259432
111,41.69192207,-87.66340435
111,41.68661819,-87.66656399
111,41.69046795,-87.66436994
111,41.68826068,-87.66562521
111,41.69229861,-87.64952123
111,41.6921544,-87.66172528
111,41.69219446,-87.65843153
111,41.69238273,-87.64295518
111,41.69268316,-87.61807501
111,41.69277529,-87.61361182
111,41.69221849,-87.65679002
111,41.69263509,-87.62133658
111,41.69233466,-87.64709115
111,41.69247887,-87.63497293
111,41.69236671,-87.64472008
111,41.69257901,-87.62561738
111,41.69253094,-87.63009667
111,41.69226656,-87.65194595
111,41.69261506,-87.62292445
111,41.6925029,-87.63327241
111,41.69223852,-87.65437603
111,41.69241878,-87.639817
111,41.69245483,-87.63740301
111,41.69255097,-87.62773633
111,41.68475933,-87.66298056
111,41.68468722,-87.66734183
111,41.68469523,-87.66613483
111,41.6847393,-87.66411781
111,41.69271521,-87.61593461
111,41.72216662,-87.6239115
111,41.72175822,-87.61668026
111,41.72171418,-87.61914253
111,41.72179826,-87.61435747
111,41.72165412,-87.62079477
111,41.71106667,-87.613925
111,41.70746262,-87.61383712
111,41.70375806,-87.61371911
111,41.70009833,-87.61363833
111,41.69644333,-87.61352667
111,41.72019667,-87.61415362
111,41.71837882,-87.61409998
111,41.71470692,-87.61401951
111,41.6831448,-87.66270161
111,41.68179465,-87.66259432
111,41.69197815,-87.66346872
111,41.68680648,-87.66655862
111,41.69021157,-87.66462743
111,41.68854911,-87.66556084
49B,42.00142542,-87.68987238
49B,41.9868772,-87.68943787
49B,41.99942419,-87.68981874
49B,41.97953604,-87.68918574
49B,41.97761787,-87.689116
49B,42.01766016,-87.69007623
49B,42.01822609,-87.68975437
49B,41.98346393,-87.68933594
49B,41.98137041,-87.6892662
49B,42.01401737,-87.69010842
49B,41.99759432,-87.68975973
49B,42.01084072,-87.69009769
49B,41.97612636,-87.6890409
49B,41.99216023,-87.68959343
49B,41.99399025,-87.68965781
49B,41.98499514,-87.68938422
49B,42.01582285,-87.69010305
49B,41.96886773,-87.68880486
49B,42.00853685,-87.69004405
49B,42.007066,-87.68999577
49B,42.00330301,-87.68992603
49B,41.99083254,-87.68956125
49B,42.00490151,-87.68993139
49B,41.99581624,-87.68971682
49B,41.98868744,-87.68951297
49B,42.01216799,-87.69012988
49B,41.97289597,-87.68893361
49B,41.96603185,-87.68856347
49B,41.96669875,-87.68861067
49B,42.00148521,-87.69007087
49B,41.98696093,-87.68965244
49B,41.99966737,-87.69002795
49B,41.97970353,-87.68939495
49B,41.97838355,-87.68933594
49B,41.97753811,-87.68930912
49B,42.01822609,-87.68975437
49B,41.98291763,-87.68953979
49B,41.98151796,-87.68948078
49B,42.0140094,-87.69031763
49B,41.99776176,-87.69000113
49B,42.01106791,-87.69031763
49B,42.01691089,-87.69028008
49B,41.97601071,-87.68925011
49B,41.99239148,-87.68981874
49B,41.99421751,-87.68986702
49B,41.98511875,-87.68959343
49B,42.01601814,-87.69029081
49B,41.96830934,-87.68899798
49B,42.00877999,-87.69025862
49B,42.00722942,-87.69021571
49B,42.00331098,-87.69011915
49B,41.99066508,-87.68979192
49B,42.00514865,-87.69016743
49B,41.9960395,-87.68992603
49B,41.98876319,-87.68972218
49B,42.01243903,-87.69032836
49B,41.97313527,-87.68915355
49B,41.96603185,-87.68856347
112,41.70083431,-87.65818477
112,41.69156555,-87.6985091
112,41.69179789,-87.6776737
112,41.69164567,-87.69107938
112,41.6917378,-87.68375695
112,41.69139731,-87.71069705
112,41.69192207,-87.67080724
112,41.69129716,-87.71574497
112,41.6910528,-87.71927476
112,41.6914654,-87.70583689
112,41.69185397,-87.67424583
112,41.69154552,-87.70097673
112,41.69133722,-87.71329343
112,41.69158958,-87.69625068
112,41.69149345,-87.70343363
112,41.69127313,-87.71788001
112,41.69142535,-87.70827234
112,41.69167771,-87.68865466
112,41.69175382,-87.68053293
112,41.69171376,-87.68618166
112,41.72219465,-87.62392223
112,41.72148195,-87.63414145
112,41.72136984,-87.64280498
112,41.72129777,-87.64814258
112,41.72145392,-87.63611555
112,41.7213298,-87.64573932
112,41.72149156,-87.6312232
112,41.72139386,-87.64093816
112,41.72141789,-87.63850808
112,41.72151638,-87.62880063
112,41.6907764,-87.66688049
112,41.69169774,-87.66985238
112,41.69161763,-87.69313931
112,41.71134718,-87.65426874
112,41.70668168,-87.65600681
112,41.70487546,-87.65667737
112,41.70304516,-87.65735328
112,41.69934435,-87.65871584
112,41.69658863,-87.66015351
112,41.69571943,-87.66075969
112,41.69389689,-87.66202033
112,41.69192207,-87.66340435
112,41.72117765,-87.65065312
112,41.71911157,-87.65139341
112,41.71744585,-87.65202105
112,41.71575205,-87.65263259
112,41.7139581,-87.65329778
112,41.69046795,-87.66436994
112,41.70856794,-87.65529871
112,41.70095447,-87.65823305
112,41.69162564,-87.69817114
112,41.69185797,-87.67729819
112,41.69171777,-87.69077897
112,41.6918099,-87.68348336
112,41.69145339,-87.71040738
112,41.69136926,-87.71527827
112,41.6910528,-87.71927476
112,41.6915295,-87.70550966
112,41.69192207,-87.67368257
112,41.69161362,-87.70059049
112,41.69140131,-87.71362066
112,41.69197013,-87.67166018
112,41.69178186,-87.68575788
112,41.69164967,-87.69592881
112,41.69156555,-87.70318687
112,41.69133321,-87.71775663
112,41.69148944,-87.70802021
112,41.69174982,-87.6883918
112,41.69182593,-87.68089235
112,41.72199846,-87.62392759
112,41.72169416,-87.63321877
112,41.72155002,-87.64293909
112,41.72149797,-87.64787972
112,41.72164611,-87.6358366
112,41.72153,-87.64544427
112,41.72171818,-87.63118029
112,41.72159006,-87.64056265
112,41.72161808,-87.63819695
112,41.7217342,-87.62918472
112,41.69129716,-87.66832888
112,41.69193008,-87.67039418
112,41.69079643,-87.66673565
112,41.69168973,-87.69289255
112,41.71150335,-87.65429556
112,41.7071142,-87.65593171
112,41.70508372,-87.65668809
112,41.70328146,-87.65735328
112,41.69928027,-87.65883386
112,41.6967809,-87.66011596
112,41.69587966,-87.66075432
112,41.69197815,-87.66346872
112,41.72093341,-87.65081406
112,41.71930377,-87.65140951
112,41.71707746,-87.65224099
112,41.71598831,-87.65264869
112,41.71420237,-87.65328705
112,41.69450574,-87.66168773
112,41.69297558,-87.66276598
112,41.69021157,-87.66462743
112,41.7090405,-87.65521288
82,41.83693577,-87.71955907
82,41.83698373,-87.71697342
82,41.83705168,-87.71691978
82,41.83680068,-87.72464776
82,41.83688781,-87.72198915
82,41.94470487,-87.71259606
82,41.86069597,-87.71520317
82,41.85892205,-87.71514952
82,41.85716007,-87.71510124
82,41.84974004,-87.71487594
82,41.84792586,-87.71483302
82,41.8465552,-87.71480083
82,41.83697574,-87.71452725
82,41.85149024,-87.71493495
82,41.86236197,-87.71525145
82,41.85426728,-87.71500468
82,41.99792921,-87.70954371
82,41.86239393,-87.71301985
82,41.86443542,-87.7104342
82,41.86989638,-87.71058977
82,41.89922259,-87.71148562
82,41.88737072,-87.71112621
82,41.89569223,-87.7113981
82,41.90262041,-87.71160901
82,41.86306911,-87.71039128
82,41.8680628,-87.71053076
82,41.88954719,-87.71119058
82,41.89031392,-87.7112174
82,41.88626448,-87.71111012
82,41.89996924,-87.71166801
82,41.90632547,-87.71172166
82,41.89354051,-87.71131396
82,41.8972461,-87.71142125
82,41.87717827,-87.7108258
82,41.88451124,-87.71104574
82,41.90812202,-87.7117914
82,41.8717419,-87.71066487
82,41.88123228,-87.71093845
82,41.88348484,-87.71101892
82,41.87951085,-87.71088481
82,41.90986663,-87.71183431
82,41.89174355,-87.71125495
82,41.90450091,-87.71166265
82,41.86626911,-87.71047711
82,41.87536886,-87.71077752
82,41.88265412,-87.7109921
82,41.87401876,-87.71073461
82,41.94644049,-87.71262825
82,41.97009617,-87.71335244
82,41.92636418,-87.71209717
82,41.98654226,-87.71381378
82,41.91719186,-87.71182895
82,41.94223102,-87.71251559
82,41.97927683,-87.71357238
82,41.93735885,-87.71236539
82,41.92271617,-87.71196842
82,41.95555675,-87.71291256
82,41.9391274,-87.71241689
82,41.95740378,-87.71297693
82,41.9774424,-87.71355093
82,41.91343155,-87.71173775
82,41.98290965,-87.71369576
82,41.95193434,-87.71279991
82,41.97267263,-87.71344364
82,41.97384916,-87.71348119
82,41.98108729,-87.71362603
82,41.91543149,-87.71178603
82,41.95916698,-87.71302521
82,41.93391499,-87.71231711
82,41.91907593,-87.7118665
82,41.93230274,-87.7122581
82,41.94914957,-87.71274626
82,41.97555208,-87.71350801
82,41.92498722,-87.71204889
82,41.99193297,-87.71398008
82,41.95011907,-87.71275699
82,41.98473196,-87.71376014
82,41.95397696,-87.71285892
82,41.96826147,-87.71330416
82,41.966682,-87.71327734
82,41.99416568,-87.71402299
82,41.96095008,-87.71307349
82,41.94346795,-87.71256387
82,41.92090805,-87.71192014
82,41.9901627,-87.71391571
82,41.93007584,-87.71219909
82,41.96282488,-87.71314323
82,41.98836048,-87.71386743
82,41.91178684,-87.71165729
82,41.96459192,-87.71319151
82,41.93527979,-87.71232784
82,41.92821605,-87.71214008
82,41.83677351,-87.72566807
82,41.84617557,-87.71720409
82,41.84424139,-87.71716654
82,41.84241906,-87.71711826
82,41.84058869,-87.71708071
82,41.83875426,-87.71702707
82,42.00928223,-87.71380305
82,41.99717971,-87.71163046
82,41.99782954,-87.71161437
82,41.99526207,-87.7132237
82,42.00468067,-87.71159184
82,41.83700771,-87.71938205
82,41.83693977,-87.72471964
82,41.83695576,-87.72175848
82,41.83520116,-87.7167964
82,41.94482856,-87.71267653
82,41.86094368,-87.715289
82,41.85903392,-87.71524608
82,41.85728393,-87.71518171
82,41.85002775,-87.71497786
82,41.84814564,-87.71492958
82,41.84640335,-87.7148813
82,41.83697574,-87.71452725
82,41.85177394,-87.71503687
82,41.86228207,-87.71532655
82,41.85419536,-87.71510124
82,41.99792921,-87.70954371
82,41.86292928,-87.71276236
82,41.86464316,-87.71051466
82,41.86978453,-87.7106756
82,41.89925852,-87.71156609
82,41.88758238,-87.71121204
82,41.8953033,-87.71145602
82,41.87468183,-87.71083117
82,41.9023529,-87.71167874
82,41.86312104,-87.71047175
82,41.86797491,-87.71061659
82,41.89037782,-87.71130323
82,41.88963903,-87.71127105
82,41.88646816,-87.71120131
82,41.90046834,-87.71156609
82,41.87375113,-87.71080434
82,41.90654106,-87.71181285
82,41.89379208,-87.71140516
82,41.89743377,-87.71150708
82,41.87754973,-87.710917
82,41.88483474,-87.7111423
82,41.90835357,-87.71187186
82,41.8719576,-87.71075606
82,41.88126024,-87.71102428
82,41.88371648,-87.71111012
82,41.87936307,-87.710976
82,41.8919512,-87.71134079
82,41.90483628,-87.71174848
82,41.86651679,-87.71056831
82,41.88286978,-87.71108329
82,41.9463208,-87.71275163
82,41.97038334,-87.713449
82,41.92664356,-87.712183
82,41.98674562,-87.71390498
82,41.91748725,-87.71192014
82,41.94237466,-87.71260142
82,41.9795161,-87.71365821
82,41.93760227,-87.71245658
82,41.92302749,-87.71206498
82,41.95578414,-87.71301448
82,41.93919843,-87.71253705
82,41.95764313,-87.71306813
82,41.9776737,-87.71363139
82,41.91339961,-87.71181285
82,41.98316087,-87.7137816
82,41.95216174,-87.7128911
82,41.97394886,-87.71356165
82,41.97290794,-87.71353483
82,41.98135845,-87.71371722
82,41.91567499,-87.71187186
82,41.95945021,-87.71312714
82,41.9340826,-87.71240294
82,41.91929467,-87.71195233
82,41.93239053,-87.7123493
82,41.94915755,-87.71282673
82,41.97538857,-87.71359384
82,41.92441248,-87.71211863
82,41.99212435,-87.71407127
82,41.95038638,-87.71284819
82,41.99389856,-87.71411419
82,41.98493532,-87.7138567
82,41.95410621,-87.71295655
82,41.96815937,-87.71341896
82,41.96669795,-87.71336317
82,41.96127319,-87.71317542
82,41.94354776,-87.71263897
82,41.91021395,-87.71192014
82,41.92113955,-87.7120167
82,41.99057338,-87.7140069
82,41.93029135,-87.71228492
82,41.96305224,-87.71323979
82,41.98859573,-87.71395862
82,41.91201039,-87.71174848
82,41.9648831,-87.7132827
82,41.93541547,-87.71240294
82,41.92846748,-87.71222591
82,41.83677351,-87.72566807
82,41.84608765,-87.71728456
82,41.84450515,-87.71725237
82,41.84265885,-87.71720946
82,41.84086445,-87.71716654
82,41.83895809,-87.71711826
82,41.83717957,-87.71705925
82,42.00928223,-87.71380305
82,41.99708004,-87.71172702
82,41.99467201,-87.71395862
82,42.00473807,-87.71168411
80,41.95391313,-87.69617558
80,41.95233329,-87.82373071
80,41.95337854,-87.80852258
80,41.95386126,-87.70571351
80,41.95421233,-87.6692462
80,41.95302348,-87.77694762
80,41.95450755,-87.65063167
80,41.95390515,-87.69804239
80,41.95391712,-87.69098282
80,41.95317508,-87.76670694
80,41.95370967,-87.7179122
80,41.95337455,-87.74751842
80,41.95452749,-87.64955342
80,41.954336,-87.66244948
