Year,Month,TempDiff
1967,11,-0.07
1967,12,-0.183
1968,1,-0.196
1968,2,-0.231
1968,3,-0.214
1968,4,-0.157
1968,5,-0.127
1968,6,0.009
1968,7,-0.026
1968,8,0.031
1968,9,0.031
1968,10,0.06
1968,11,0.051
1968,12,0.128
1969,1,0.158
1969,2,0.163
1969,3,0.174
1969,4,0.172
1969,5,0.217
1969,6,0.094
1969,7,0.014
1969,8,0.084
1969,9,0.058
1969,10,0.055
1969,11,0.063
1969,12,0.104
1970,1,0.131
1970,2,0.044
1970,3,0.04
1970,4,0.059
1970,5,-0.007
1970,6,-0.051
1970,7,-0.096
1970,8,-0.062
1970,9,-0.061
1970,10,-0.014
1970,11,-0.03
1970,12,-0.056
1971,1,-0.115
1971,2,-0.191
1971,3,-0.21
1971,4,-0.162
1971,5,-0.187
1971,6,-0.208
1971,7,-0.137
1971,8,-0.213
1971,9,-0.194
1971,10,-0.205
1971,11,-0.194
1971,12,-0.264
1972,1,-0.119
1972,2,-0.071
1972,3,-0.087
1972,4,-0.041
1972,5,-0.027
1972,6,0.001
1972,7,0.021
1972,8,0.007
1972,9,-0.011
1972,10,0.016
1972,11,0.128
1972,12,0.246
1973,1,0.163
1973,2,0.135
1973,3,0.126
1973,4,0.079
1973,5,0.025
1973,6,0.025
1973,7,0.011
1973,8,0.021
1973,9,-0.033
1973,10,-0.08
1973,11,-0.105
1973,12,-0.184
1974,1,-0.238
1974,2,-0.237
1974,3,-0.218
1974,4,-0.184
1974,5,-0.186
1974,6,-0.145
1974,7,-0.164
1974,8,-0.071
1974,9,-0.065
1974,10,-0.141
1974,11,-0.155
1974,12,-0.141
1975,1,-0.182
1975,2,-0.106
1975,3,-0.137
1975,4,-0.19
1975,5,-0.133
1975,6,-0.165
1975,7,-0.134
1975,8,-0.136
1975,9,-0.223
1975,10,-0.233
1975,11,-0.31
1975,12,-0.335
1976,1,-0.333
1976,2,-0.3
1976,3,-0.229
1976,4,-0.238
1976,5,-0.292
1976,6,-0.216
1976,7,-0.128
1976,8,-0.138
1976,9,-0.173
1976,10,-0.083
1976,11,-0.044
1976,12,0.014
1977,1,0.081
1977,2,0.041
1977,3,0.023
1977,4,-0.026
1977,5,-0.002
1977,6,0.013
1977,7,0.029
1977,8,-0.018
1977,9,0.024
1977,10,-0.025
1977,11,-0.015
1977,12,-0.059
1978,1,0.012
1978,2,-0.037
1978,3,-0.02
1978,4,-0.102
1978,5,-0.083
1978,6,-0.096
1978,7,-0.052
1978,8,-0.112
1978,9,-0.062
1978,10,-0.132
1978,11,-0.033
1978,12,-0.032
1979,1,0.023
1979,2,0.014
1979,3,0.046
1979,4,0.076
1979,5,-0.032
1979,6,0.073
1979,7,0.056
1979,8,0.056
1979,9,0.068
1979,10,0.079
1979,11,0.14
1979,12,0.167
1980,1,0.157
1980,2,0.145
1980,3,0.17
1980,4,0.093
1980,5,0.046
1980,6,0.046
1980,7,0.053
1980,8,0.01
1980,9,-0.001
1980,10,-0.056
1980,11,-0.003
1980,12,-0.009
1981,1,-0.017
1981,2,-0.062
1981,3,0.021
1981,4,-0.008
1981,5,0.033
1981,6,0.1
1981,7,0.078
1981,8,0.028
1981,9,0.064
1981,10,0.012
1981,11,-0.004
1981,12,0.068
1982,1,0.031
1982,2,-0.033
1982,3,-0.027
1982,4,-0.016
1982,5,0.044
1982,6,-0.029
1982,7,-0.053
1982,8,-0.049
1982,9,0.026
1982,10,0.075
1982,11,0.073
1982,12,0.116
1983,1,0.221
1983,2,0.171
1983,3,0.133
1983,4,0.124
1983,5,0.154
1983,6,0.179
1983,7,0.107
1983,8,0.112
1983,9,0.091
1983,10,0.046
1983,11,0.047
1983,12,0.05
1984,1,0.037
1984,2,0.036
1984,3,0.019
1984,4,0.003
1984,5,-0.021
1984,6,-0.051
1984,7,-0.034
1984,8,0.016
1984,9,0.075
1984,10,-0.069
1984,11,-0.055
1984,12,-0.066
1985,1,-0.037
1985,2,-0.018
1985,3,-0.04
1985,4,-0.09
1985,5,-0.05
1985,6,-0.069
1985,7,-0.023
1985,8,-0.03
1985,9,-0.013
1985,10,0.006
1985,11,-0.076
1985,12,-0.02
1986,1,-0.081
1986,2,-0.023
1986,3,-0.029
1986,4,-0.039
1986,5,-0.036
1986,6,-0.008
1986,7,0.005
1986,8,-0.019
1986,9,0.02
1986,10,0.048
1986,11,0.013
1986,12,-0.006
1987,1,0.008
1987,2,0.03
1987,3,0.086
1987,4,0.049
1987,5,0.119
1987,6,0.108
1987,7,0.201
1987,8,0.256
1987,9,0.239
1987,10,0.195
1987,11,0.261
1987,12,0.185
1988,1,0.243
1988,2,0.215
1988,3,0.19
1988,4,0.158
1988,5,0.151
1988,6,0.134
1988,7,0.142
1988,8,0.128
1988,9,0.071
1988,10,0.021
1988,11,-0.053
1988,12,-0.094
1989,1,-0.032
1989,2,-0.009
1989,3,0.002
1989,4,0.033
1989,5,0.053
1989,6,0.06
1989,7,0.167
1989,8,0.196
1989,9,0.13
1989,10,0.065
1989,11,0.083
1989,12,0.075
1990,1,0.108
1990,2,0.197
1990,3,0.204
1990,4,0.239
1990,5,0.203
1990,6,0.204
1990,7,0.22
1990,8,0.214
1990,9,0.18
1990,10,0.249
1990,11,0.185
1990,12,0.173
1991,1,0.183
1991,2,0.154
1991,3,0.188
1991,4,0.254
1991,5,0.255
1991,6,0.163
1991,7,0.242
1991,8,0.224
1991,9,0.151
1991,10,0.107
1991,11,0.077
1991,12,0.097
1992,1,0.138
1992,2,0.16
1992,3,0.153
1992,4,0.159
1992,5,0.187
1992,6,0.179
1992,7,0.085
1992,8,0.04
1992,9,0.02
1992,10,-0.007
1992,11,-0.034
1992,12,-0.001
1993,1,0.164
1993,2,0.082
1993,3,0.112
1993,4,0.08
1993,5,0.148
1993,6,0.158
1993,7,0.096
1993,8,0.084
1993,9,0.105
1993,10,0.064
1993,11,0.12
1993,12,0.032
1994,1,0.083
1994,2,0.065
1994,3,0.136
1994,4,0.111
1994,5,0.187
1994,6,0.15
1994,7,0.167
1994,8,0.171
1994,9,0.121
1994,10,0.192
1994,11,0.207
1994,12,0.183
1995,1,0.182
1995,2,0.219
1995,3,0.213
1995,4,0.158
1995,5,0.149
1995,6,0.209
1995,7,0.298
1995,8,0.266
1995,9,0.152
1995,10,0.162
1995,11,0.171
1995,12,0.094
1996,1,0.113
1996,2,0.188
1996,3,0.182
1996,4,0.185
1996,5,0.152
1996,6,0.122
1996,7,0.158
1996,8,0.174
1996,9,0.107
1996,10,0.101
1996,11,0.076
1996,12,0.129
1997,1,0.1
1997,2,0.152
1997,3,0.214
1997,4,0.162
1997,5,0.259
1997,6,0.342
1997,7,0.37
1997,8,0.404
1997,9,0.416
1997,10,0.468
1997,11,0.472
1997,12,0.477
1998,1,0.419
1998,2,0.478
1998,3,0.482
1998,4,0.489
1998,5,0.498
1998,6,0.468
1998,7,0.526
1998,8,0.487
1998,9,0.293
1998,10,0.288
1998,11,0.312
1998,12,0.27
1999,1,0.158
1999,2,0.215
1999,3,0.268
1999,4,0.248
1999,5,0.2
1999,6,0.213
1999,7,0.221
1999,8,0.176
1999,9,0.217
1999,10,0.146
1999,11,0.171
1999,12,0.148
2000,1,0.171
2000,2,0.167
2000,3,0.184
2000,4,0.228
2000,5,0.213
2000,6,0.197
2000,7,0.212
2000,8,0.285
2000,9,0.262
2000,10,0.228
2000,11,0.262
2000,12,0.182
2001,1,0.208
2001,2,0.245
2001,3,0.366
2001,4,0.341
2001,5,0.28
2001,6,0.366
2001,7,0.379
2001,8,0.401
2001,9,0.376
2001,10,0.357
2001,11,0.356
2001,12,0.305
2002,1,0.365
2002,2,0.329
2002,3,0.453
2002,4,0.388
2002,5,0.389
2002,6,0.403
2002,7,0.351
2002,8,0.369
2002,9,0.326
2002,10,0.384
2002,11,0.304
2002,12,0.382
2003,1,0.343
2003,2,0.364
2003,3,0.405
2003,4,0.347
2003,5,0.344
2003,6,0.401
2003,7,0.435
2003,8,0.478
2003,9,0.465
2003,10,0.448
2003,11,0.387
2003,12,0.315
2004,1,0.359
2004,2,0.352
2004,3,0.314
2004,4,0.375
2004,5,0.32
2004,6,0.283
2004,7,0.382
2004,8,0.405
2004,9,0.401
2004,10,0.369
2004,11,0.367
2004,12,0.342
2005,1,0.356
2005,2,0.331
2005,3,0.375
2005,4,0.391
2005,5,0.401
2005,6,0.428
2005,7,0.463
2005,8,0.5
2005,9,0.432
2005,10,0.399
2005,11,0.343
2005,12,0.292
2006,1,0.296
2006,2,0.327
2006,3,0.278
2006,4,0.332
2006,5,0.347
2006,6,0.356
2006,7,0.394
2006,8,0.465
2006,9,0.412
2006,10,0.405
2006,11,0.405
2006,12,0.398
2007,1,0.402
2007,2,0.392
2007,3,0.304
2007,4,0.294
2007,5,0.288
2007,6,0.356
2007,7,0.369
2007,8,0.304
2007,9,0.293
2007,10,0.255
2007,11,0.18
2007,12,0.138
2008,1,0.136
2008,2,0.154
2008,3,0.188
2008,4,0.209
2008,5,0.238
2008,6,0.255
2008,7,0.365
2008,8,0.379
2008,9,0.378
2008,10,0.325
2008,11,0.251
2008,12,0.254
2009,1,0.297
2009,2,0.247
2009,3,0.257
2009,4,0.334
2009,5,0.382
2009,6,0.515
2009,7,0.523
2009,8,0.505
2009,9,0.386
2009,10,0.417
2009,11,0.416
2009,12,0.495
2010,1,0.453
2010,2,0.462
2010,3,0.47
2010,4,0.501
2010,5,0.455
2010,6,0.441
2010,7,0.5
2010,8,0.439
2010,9,0.352
2010,10,0.314
2010,11,0.254
2010,12,0.258
2011,1,0.244
2011,2,0.271
2011,3,0.271
2011,4,0.285
2011,5,0.308
2011,6,0.35
2011,7,0.38
2011,8,0.373
2011,9,0.303
2011,10,0.24
2011,11,0.261
2011,12,0.206
2012,1,0.214
2012,2,0.247
2012,3,0.245
2012,4,0.303
2012,5,0.361
2012,6,0.356
2012,7,0.398
2012,8,0.44
2012,9,0.429
2012,10,0.437
2012,11,0.409
2012,12,0.343
2013,1,0.292
2013,2,0.309
2013,3,0.287
2013,4,0.364
2013,5,0.382
2013,6,0.314
2013,7,0.479
2013,8,0.483
2013,9,0.457
2013,10,0.391
2013,11,0.424
2013,12,0.35
2014,1,0.342
2014,2,0.314
2014,3,0.347
2014,4,0.478
2014,5,0.477
2014,6,0.563
2014,7,0.551
2014,8,0.644
2014,9,0.574
2014,10,0.528
2014,11,0.48
2014,12,0.45
2015,1,0.44
2015,2,0.406
2015,3,0.424
2015,4,0.557
2015,5,0.593
2015,6,0.575
2015,7,0.637
2015,8,0.665
2015,9,0.725
2015,10,0.699
2015,11,0.691
2015,12,0.717
